Session_ID,Customer_ID,Vehicle_ID,Station_ID,Session_Start,Duration_Minutes,Energy_kWh,Tariff_per_kWh,Revenue,Charger_Type,Payment_Method,Weather,Traffic
CS015349,CU00301,V00301,S012,2025-10-08 21:27,76,41.25,9.0,371.25,DC Fast 30kW,Debit Card,Hot,Medium
CS015350,CU00931,V00931,S013,2025-11-09 07:30,133,49.52,11.5,569.48,DC Ultra Fast 120kW,Credit Card,Fog,Medium
CS015351,CU02211,V02211,S047,2025-07-01 22:35,147,51.26,8.5,435.71,DC Fast 30kW,UPI,Hot,Medium
CS015352,CU00428,V00428,S030,2025-12-27 07:36,79,10.23,12.0,122.76,DC Fast 60kW,Net Banking,Hot,Medium
CS015353,CU01418,V01418,S003,2025-10-16 00:14,97,51.92,9.0,467.28,DC Fast 30kW,Credit Card,Rain,Low
CS015354,CU02834,V02834,S050,2025-08-09 12:05,137,67.92,12.0,815.04,AC Fast,Debit Card,Hot,Low
CS015355,CU01425,V01425,S019,2025-12-26 18:37,37,63.89,8.5,543.07,DC Fast 60kW,Net Banking,Cloudy,Medium
CS015356,CU01040,V01040,S046,2025-10-25 10:43,33,48.27,10.0,482.7,DC Ultra Fast 120kW,Debit Card,Fog,Low
CS015357,CU00457,V00457,S045,2025-11-07 01:12,82,61.3,10.0,613.0,DC Fast 30kW,Debit Card,Hot,Medium
CS015358,CU00786,V00786,S037,2025-11-05 19:27,140,38.36,8.5,326.06,DC Fast 60kW,UPI,Hot,Medium
CS015359,CU01002,V01002,S015,2025-11-23 03:59,35,68.36,12.0,820.32,DC Fast 30kW,UPI,Clear,Medium
CS015360,CU02318,V02318,S004,2025-09-12 06:04,139,37.71,12.0,452.52,DC Fast 30kW,Credit Card,Fog,Medium
CS015361,CU00508,V00508,S039,2025-08-08 14:08,80,40.3,9.0,362.7,DC Ultra Fast 120kW,Debit Card,Cloudy,Medium
CS015362,CU01161,V01161,S018,2025-11-27 10:37,93,22.91,12.0,274.92,DC Ultra Fast 120kW,Debit Card,Fog,High
CS015363,CU01726,V01726,S009,2025-12-02 17:25,98,46.69,11.5,536.93,AC Fast,Credit Card,Clear,High
CS015364,CU01032,V01032,S014,2025-12-26 00:01,101,35.07,9.0,315.63,AC Fast,UPI,Clear,High
CS015365,CU02886,V02886,S008,2025-08-17 15:48,132,67.31,8.5,572.13,AC Slow,Net Banking,Cloudy,High
CS015366,CU02036,V02036,S035,2025-07-15 21:50,114,26.88,8.5,228.48,AC Fast,Wallet,Hot,High
CS015367,CU02154,V02154,S023,2025-11-24 08:11,43,29.99,11.5,344.88,DC Fast 30kW,Wallet,Fog,High
CS015368,CU02079,V02079,S044,2025-09-09 02:23,82,45.6,9.0,410.4,DC Fast 30kW,Wallet,Clear,High
CS015369,CU00625,V00625,S011,2025-12-01 22:26,107,51.35,9.0,462.15,DC Ultra Fast 120kW,Wallet,Fog,Medium
CS015370,CU01725,V01725,S022,2025-08-31 02:37,55,34.08,10.0,340.8,AC Fast,Wallet,Cloudy,Low
CS015371,CU00819,V00819,S049,2025-11-24 01:42,141,67.93,10.0,679.3,DC Ultra Fast 120kW,Net Banking,Hot,Medium
CS015372,CU02904,V02904,S025,2025-11-09 13:59,145,34.67,12.0,416.04,AC Fast,UPI,Hot,High
CS015373,CU00917,V00917,S046,2025-09-21 15:47,100,61.37,11.5,705.75,DC Fast 60kW,Debit Card,Fog,Low
CS015374,CU02858,V02858,S020,2025-09-22 09:06,21,69.41,8.5,589.99,DC Fast 30kW,Wallet,Cloudy,High
CS015375,CU00550,V00550,S016,2025-10-26 01:24,57,28.33,8.5,240.8,DC Fast 30kW,Debit Card,Cloudy,Low
CS015376,CU01677,V01677,S038,2025-09-05 10:50,89,56.29,8.5,478.46,AC Fast,Debit Card,Cloudy,High
CS015377,CU00262,V00262,S040,2025-10-05 21:39,67,21.74,10.0,217.4,DC Ultra Fast 120kW,Net Banking,Fog,Low
CS015378,CU00591,V00591,S027,2025-07-20 12:52,73,21.22,8.5,180.37,AC Fast,Credit Card,Clear,Medium
CS015379,CU01092,V01092,S049,2025-07-27 01:45,114,62.76,9.0,564.84,DC Fast 60kW,Wallet,Cloudy,High
CS015380,CU01182,V01182,S039,2025-10-31 02:55,52,40.75,10.0,407.5,AC Fast,Net Banking,Cloudy,High
CS015381,CU01645,V01645,S009,2025-09-26 17:09,52,47.01,8.5,399.58,AC Slow,UPI,Hot,Medium
CS015382,CU01614,V01614,S019,2025-09-23 11:53,33,68.9,11.5,792.35,DC Fast 30kW,Wallet,Cloudy,Low
CS015383,CU01590,V01590,S027,2025-10-01 16:39,36,57.6,8.5,489.6,AC Fast,Wallet,Rain,Medium
CS015384,CU02145,V02145,S046,2025-11-09 01:58,80,51.61,11.5,593.51,DC Fast 60kW,Net Banking,Hot,Low
CS015385,CU02877,V02877,S034,2025-07-12 11:19,77,41.42,12.0,497.04,DC Fast 60kW,Wallet,Rain,Low
CS015386,CU01220,V01220,S037,2025-11-10 16:45,139,55.86,8.5,474.81,DC Fast 60kW,UPI,Hot,Low
CS015387,CU00972,V00972,S012,2025-09-07 14:38,98,23.64,8.5,200.94,DC Fast 60kW,Wallet,Fog,Low
CS015388,CU01747,V01747,S050,2025-11-03 19:15,99,10.9,9.0,98.1,AC Fast,UPI,Hot,Medium
CS015389,CU01811,V01811,S007,2025-09-03 04:23,83,61.79,11.5,710.59,AC Fast,Credit Card,Hot,Medium
CS015390,CU02144,V02144,S019,2025-12-10 13:21,37,34.12,10.0,341.2,DC Fast 30kW,Wallet,Fog,High
CS015391,CU00107,V00107,S013,2025-11-05 12:36,114,64.71,9.0,582.39,DC Ultra Fast 120kW,UPI,Cloudy,Low
CS015392,CU01292,V01292,S016,2025-11-20 00:28,76,60.06,11.5,690.69,DC Fast 60kW,Credit Card,Cloudy,High
CS015393,CU01255,V01255,S025,2025-07-17 15:31,107,10.22,10.0,102.2,AC Fast,Credit Card,Rain,High
CS015394,CU00091,V00091,S012,2025-08-30 03:11,101,22.87,12.0,274.44,DC Fast 30kW,UPI,Cloudy,Low
CS015395,CU00912,V00912,S003,2025-10-31 10:08,88,17.37,11.5,199.76,DC Ultra Fast 120kW,Wallet,Rain,Medium
CS015396,CU01083,V01083,S043,2025-09-14 20:11,139,68.41,11.5,786.71,AC Slow,Credit Card,Rain,High
CS015397,CU02779,V02779,S025,2025-08-11 03:14,76,25.19,12.0,302.28,DC Fast 60kW,Credit Card,Clear,Low
CS015398,CU02390,V02390,S045,2025-09-20 11:59,27,59.16,10.0,591.6,DC Ultra Fast 120kW,UPI,Fog,Low
CS015399,CU01185,V01185,S044,2025-09-09 05:27,104,52.75,8.5,448.38,DC Fast 30kW,UPI,Rain,Low
CS015400,CU02822,V02822,S009,2025-09-24 10:12,139,65.71,11.5,755.66,DC Fast 60kW,Credit Card,Clear,Medium
CS015401,CU01182,V01182,S009,2025-07-11 22:27,58,44.9,10.0,449.0,DC Fast 60kW,Wallet,Cloudy,High
CS015402,CU00864,V00864,S012,2025-11-11 03:37,65,44.13,9.0,397.17,DC Ultra Fast 120kW,Net Banking,Clear,High
CS015403,CU02901,V02901,S001,2025-11-12 17:08,72,41.8,12.0,501.6,AC Fast,Net Banking,Clear,Low
CS015404,CU00961,V00961,S044,2025-10-02 10:35,64,30.07,10.0,300.7,DC Fast 60kW,UPI,Clear,High
CS015405,CU01214,V01214,S047,2025-11-16 09:18,101,51.8,9.0,466.2,AC Slow,Credit Card,Cloudy,Medium
CS015406,CU02560,V02560,S042,2025-09-18 04:20,42,11.8,8.5,100.3,AC Fast,Wallet,Rain,Medium
CS015407,CU00889,V00889,S011,2025-11-07 03:30,47,64.81,9.0,583.29,DC Fast 60kW,UPI,Clear,Medium
CS015408,CU00324,V00324,S016,2025-09-17 10:28,138,19.59,12.0,235.08,AC Slow,Net Banking,Clear,High
CS015409,CU00968,V00968,S029,2025-10-02 04:38,85,29.46,12.0,353.52,DC Fast 60kW,Wallet,Fog,Medium
CS015410,CU00531,V00531,S017,2025-12-25 02:39,48,17.63,12.0,211.56,AC Slow,Credit Card,Clear,Medium
CS015411,CU01773,V01773,S031,2025-08-06 02:58,91,16.56,10.0,165.6,AC Slow,Net Banking,Hot,High
CS015412,CU00788,V00788,S028,2025-09-20 20:55,37,59.85,11.5,688.27,AC Slow,Debit Card,Rain,High
CS015413,CU00939,V00939,S005,2025-08-11 01:34,32,27.53,8.5,234.0,AC Slow,Credit Card,Rain,Medium
CS015414,CU02220,V02220,S013,2025-07-17 11:22,60,51.19,11.5,588.68,AC Slow,UPI,Rain,Low
CS015415,CU00873,V00873,S041,2025-12-24 17:38,32,46.63,11.5,536.25,AC Fast,Net Banking,Rain,Medium
CS015416,CU00463,V00463,S012,2025-11-29 12:34,87,16.73,12.0,200.76,DC Fast 60kW,Credit Card,Rain,High
CS015417,CU02880,V02880,S019,2025-12-11 19:18,149,54.7,11.5,629.05,AC Slow,Wallet,Rain,High
CS015418,CU01516,V01516,S017,2025-12-03 16:28,143,38.55,10.0,385.5,DC Ultra Fast 120kW,UPI,Hot,Medium
CS015419,CU01522,V01522,S047,2025-11-03 06:51,63,17.23,12.0,206.76,DC Ultra Fast 120kW,Debit Card,Cloudy,High
CS015420,CU01574,V01574,S049,2025-08-09 00:43,71,17.43,8.5,148.16,AC Slow,Debit Card,Rain,High
CS015421,CU00950,V00950,S044,2025-11-11 15:38,81,58.69,11.5,674.93,DC Ultra Fast 120kW,Credit Card,Fog,Medium
CS015422,CU01898,V01898,S017,2025-10-31 20:22,117,48.31,9.0,434.79,AC Slow,Net Banking,Clear,Low
CS015423,CU01888,V01888,S010,2025-10-06 00:23,35,62.06,10.0,620.6,AC Slow,UPI,Clear,Medium
CS015424,CU00285,V00285,S044,2025-07-03 23:59,133,33.07,11.5,380.31,AC Fast,Debit Card,Cloudy,Low
CS015425,CU00649,V00649,S025,2025-11-10 18:05,107,48.71,11.5,560.16,AC Slow,Debit Card,Fog,Low
CS015426,CU02264,V02264,S018,2025-08-19 13:16,124,50.56,8.5,429.76,DC Fast 30kW,Credit Card,Hot,Medium
CS015427,CU00835,V00835,S028,2025-08-01 20:26,107,54.33,10.0,543.3,DC Fast 30kW,Credit Card,Cloudy,High
CS015428,CU00197,V00197,S020,2025-07-24 11:19,40,28.47,11.5,327.4,AC Slow,UPI,Clear,High
CS015429,CU01681,V01681,S018,2025-09-19 18:35,130,30.59,8.5,260.01,AC Fast,Debit Card,Hot,Medium
CS015430,CU01993,V01993,S027,2025-07-10 05:52,78,10.62,11.5,122.13,DC Fast 60kW,Credit Card,Hot,Low
CS015431,CU00760,V00760,S038,2025-07-13 19:45,51,25.73,11.5,295.89,AC Fast,Debit Card,Rain,High
CS015432,CU02591,V02591,S046,2025-08-09 17:48,35,25.16,11.5,289.34,DC Fast 60kW,Net Banking,Hot,High
CS015433,CU00056,V00056,S050,2025-09-29 09:13,89,13.47,10.0,134.7,DC Fast 60kW,Credit Card,Rain,Low
CS015434,CU01340,V01340,S021,2025-12-10 06:55,23,64.96,12.0,779.52,AC Slow,Net Banking,Rain,Medium
CS015435,CU00103,V00103,S015,2025-11-26 06:57,97,15.69,9.0,141.21,AC Slow,Credit Card,Rain,High
CS015436,CU01711,V01711,S008,2025-08-12 23:28,86,69.29,10.0,692.9,AC Slow,Debit Card,Rain,Medium
CS015437,CU02206,V02206,S034,2025-09-27 10:58,86,50.23,11.5,577.64,AC Fast,UPI,Clear,Low
CS015438,CU00339,V00339,S032,2025-07-12 08:53,137,8.47,12.0,101.64,DC Fast 60kW,Credit Card,Fog,High
CS015439,CU01060,V01060,S003,2025-08-31 03:44,90,54.16,9.0,487.44,AC Fast,Wallet,Cloudy,Low
CS015440,CU02749,V02749,S038,2025-07-04 20:45,114,34.48,9.0,310.32,DC Fast 30kW,Net Banking,Fog,Low
CS015441,CU02851,V02851,S026,2025-11-15 19:36,47,67.3,8.5,572.05,AC Slow,Credit Card,Fog,Low
CS015442,CU00952,V00952,S018,2025-12-19 22:25,96,21.07,9.0,189.63,AC Fast,Debit Card,Rain,Low
CS015443,CU00581,V00581,S007,2025-08-08 02:30,74,41.24,12.0,494.88,AC Slow,Wallet,Fog,Low
CS015444,CU02123,V02123,S044,2025-08-27 12:38,123,19.92,12.0,239.04,AC Slow,Wallet,Rain,Low
CS015445,CU01570,V01570,S016,2025-08-21 20:12,103,62.22,9.0,559.98,DC Fast 30kW,Net Banking,Cloudy,High
CS015446,CU02613,V02613,S008,2025-08-29 14:32,129,16.02,11.5,184.23,DC Fast 60kW,Wallet,Rain,Low
CS015447,CU00350,V00350,S021,2025-10-22 15:06,74,30.46,12.0,365.52,DC Fast 60kW,Credit Card,Clear,Low
CS015448,CU01791,V01791,S021,2025-07-20 03:30,52,13.97,9.0,125.73,DC Ultra Fast 120kW,Net Banking,Hot,Low
CS015449,CU02532,V02532,S026,2025-11-17 16:34,66,65.1,9.0,585.9,DC Ultra Fast 120kW,Wallet,Rain,Low
CS015450,CU00420,V00420,S017,2025-08-04 12:36,23,50.52,11.5,580.98,DC Ultra Fast 120kW,Credit Card,Hot,High
CS015451,CU01893,V01893,S007,2025-09-22 12:06,131,25.63,10.0,256.3,DC Fast 30kW,Credit Card,Cloudy,Low
CS015452,CU02091,V02091,S007,2025-08-14 17:53,62,8.55,9.0,76.95,AC Slow,Credit Card,Rain,High
CS015453,CU00444,V00444,S011,2025-08-19 17:56,37,65.61,8.5,557.68,DC Fast 60kW,Net Banking,Fog,High
CS015454,CU01083,V01083,S005,2025-08-14 13:47,85,46.46,12.0,557.52,DC Fast 60kW,Debit Card,Fog,High
CS015455,CU02737,V02737,S040,2025-11-10 17:30,133,27.29,8.5,231.97,DC Ultra Fast 120kW,Net Banking,Fog,Medium
CS015456,CU02762,V02762,S048,2025-11-29 17:54,42,39.79,9.0,358.11,DC Fast 30kW,Wallet,Clear,Medium
CS015457,CU01585,V01585,S044,2025-10-19 14:21,22,68.39,9.0,615.51,DC Fast 30kW,Credit Card,Clear,High
CS015458,CU01477,V01477,S039,2025-10-22 15:29,40,67.53,10.0,675.3,AC Fast,UPI,Fog,High
CS015459,CU01147,V01147,S035,2025-08-18 00:07,80,50.35,9.0,453.15,DC Fast 30kW,Debit Card,Rain,Low
CS015460,CU00525,V00525,S017,2025-08-13 16:42,52,16.28,9.0,146.52,DC Fast 30kW,UPI,Hot,High
CS015461,CU02152,V02152,S014,2025-10-28 10:15,33,26.5,9.0,238.5,DC Fast 60kW,Credit Card,Hot,Low
CS015462,CU00033,V00033,S022,2025-08-06 21:45,92,19.07,11.5,219.31,DC Fast 60kW,Wallet,Rain,Medium
CS015463,CU00192,V00192,S046,2025-08-07 02:43,134,55.98,8.5,475.83,AC Fast,Wallet,Cloudy,High
CS015464,CU00836,V00836,S028,2025-07-20 12:12,72,66.7,9.0,600.3,DC Ultra Fast 120kW,Debit Card,Hot,Low
CS015465,CU01090,V01090,S018,2025-11-12 06:04,137,39.85,8.5,338.73,DC Fast 60kW,UPI,Fog,Medium
CS015466,CU01645,V01645,S018,2025-08-28 22:06,61,9.06,12.0,108.72,AC Fast,UPI,Fog,Low
CS015467,CU01470,V01470,S013,2025-08-26 17:04,122,54.64,9.0,491.76,DC Ultra Fast 120kW,Credit Card,Cloudy,High
CS015468,CU01454,V01454,S040,2025-08-11 17:52,49,14.92,11.5,171.58,AC Fast,Credit Card,Fog,High
CS015469,CU02218,V02218,S024,2025-11-01 20:05,97,36.17,12.0,434.04,AC Fast,Net Banking,Clear,High
CS015470,CU01169,V01169,S048,2025-12-26 04:41,120,47.62,9.0,428.58,AC Slow,Credit Card,Hot,Medium
CS015471,CU02822,V02822,S006,2025-09-09 21:47,142,36.91,12.0,442.92,AC Fast,Debit Card,Clear,Low
CS015472,CU02500,V02500,S041,2025-07-24 08:36,147,29.2,10.0,292.0,AC Slow,Wallet,Clear,Medium
CS015473,CU02368,V02368,S029,2025-11-20 21:55,112,47.47,9.0,427.23,AC Fast,Debit Card,Fog,Low
CS015474,CU02510,V02510,S009,2025-07-19 04:27,25,19.85,12.0,238.2,DC Fast 60kW,Credit Card,Cloudy,Medium
CS015475,CU01569,V01569,S004,2025-10-08 05:59,133,39.34,8.5,334.39,DC Fast 30kW,Wallet,Hot,Low
CS015476,CU00179,V00179,S045,2025-07-10 23:28,27,62.84,10.0,628.4,DC Fast 30kW,Wallet,Fog,Medium
CS015477,CU00048,V00048,S047,2025-09-26 08:48,129,18.67,9.0,168.03,DC Ultra Fast 120kW,Debit Card,Fog,Low
CS015478,CU02046,V02046,S034,2025-09-21 07:39,47,20.51,10.0,205.1,AC Fast,UPI,Clear,Low
CS015479,CU02070,V02070,S046,2025-08-13 03:09,146,65.43,10.0,654.3,DC Fast 30kW,UPI,Cloudy,Low
CS015480,CU01264,V01264,S014,2025-10-07 08:17,105,24.99,10.0,249.9,DC Fast 60kW,UPI,Rain,High
CS015481,CU01845,V01845,S030,2025-11-29 16:35,89,58.96,11.5,678.04,DC Ultra Fast 120kW,UPI,Rain,Low
CS015482,CU00095,V00095,S012,2025-07-03 02:30,119,58.16,11.5,668.84,DC Ultra Fast 120kW,Net Banking,Rain,Medium
CS015483,CU01218,V01218,S017,2025-11-19 18:45,125,21.42,8.5,182.07,DC Fast 30kW,Wallet,Cloudy,Medium
CS015484,CU00413,V00413,S004,2025-09-10 02:08,121,19.9,9.0,179.1,DC Fast 30kW,Debit Card,Clear,High
CS015485,CU01875,V01875,S020,2025-07-30 01:28,21,58.26,9.0,524.34,AC Slow,Wallet,Hot,Medium
CS015486,CU02724,V02724,S042,2025-08-11 09:50,131,51.21,8.5,435.29,DC Fast 60kW,Wallet,Hot,Low
CS015487,CU00440,V00440,S050,2025-07-17 08:56,101,67.59,10.0,675.9,AC Slow,Net Banking,Rain,Medium
CS015488,CU00835,V00835,S044,2025-11-28 14:34,135,42.46,12.0,509.52,AC Fast,Net Banking,Fog,Low
CS015489,CU01191,V01191,S048,2025-08-23 23:34,132,43.13,11.5,496.0,AC Slow,Debit Card,Rain,Medium
CS015490,CU00966,V00966,S016,2025-09-20 16:38,142,47.13,12.0,565.56,DC Fast 60kW,UPI,Clear,Low
CS015491,CU00075,V00075,S007,2025-09-18 11:20,74,44.55,10.0,445.5,DC Ultra Fast 120kW,Debit Card,Clear,High
CS015492,CU01287,V01287,S022,2025-08-05 15:44,67,13.81,12.0,165.72,DC Ultra Fast 120kW,Wallet,Cloudy,Low
CS015493,CU01475,V01475,S008,2025-10-21 13:03,148,57.99,8.5,492.92,DC Fast 60kW,Debit Card,Fog,Low
CS015494,CU01113,V01113,S010,2025-11-08 21:10,100,26.79,8.5,227.72,AC Slow,Wallet,Fog,High
CS015495,CU01108,V01108,S003,2025-11-04 09:58,67,13.56,9.0,122.04,AC Fast,Debit Card,Clear,Low
CS015496,CU01525,V01525,S025,2025-12-04 16:31,46,48.98,8.5,416.33,DC Fast 60kW,Debit Card,Cloudy,Medium
CS015497,CU02011,V02011,S022,2025-09-09 23:33,102,47.58,11.5,547.17,AC Fast,UPI,Hot,Medium
CS015498,CU02303,V02303,S028,2025-12-10 10:52,44,14.56,8.5,123.76,DC Fast 60kW,Wallet,Fog,Low
CS015499,CU01472,V01472,S003,2025-07-13 15:24,138,68.32,8.5,580.72,DC Fast 30kW,Debit Card,Clear,High
CS015500,CU00846,V00846,S044,2025-11-29 22:50,26,25.35,12.0,304.2,DC Fast 60kW,Credit Card,Clear,High
CS015501,CU01611,V01611,S046,2025-10-18 02:59,40,29.13,8.5,247.6,DC Fast 30kW,UPI,Cloudy,Low
CS015502,CU02776,V02776,S002,2025-09-02 06:10,114,18.68,10.0,186.8,AC Slow,UPI,Fog,Low
CS015503,CU01994,V01994,S050,2025-12-10 02:41,81,18.12,8.5,154.02,DC Ultra Fast 120kW,Net Banking,Fog,Medium
CS015504,CU02434,V02434,S026,2025-09-05 12:26,57,69.23,9.0,623.07,AC Fast,Wallet,Rain,Medium
CS015505,CU02739,V02739,S031,2025-10-18 05:55,27,16.43,10.0,164.3,DC Ultra Fast 120kW,Credit Card,Fog,High
CS015506,CU02320,V02320,S041,2025-12-25 09:07,144,67.45,10.0,674.5,AC Slow,UPI,Cloudy,Low
CS015507,CU01019,V01019,S050,2025-09-03 18:13,107,35.44,10.0,354.4,DC Fast 60kW,Debit Card,Cloudy,High
CS015508,CU00265,V00265,S044,2025-08-09 07:00,77,31.25,12.0,375.0,DC Fast 60kW,Net Banking,Clear,Medium
CS015509,CU00542,V00542,S042,2025-07-08 15:20,46,62.74,11.5,721.51,AC Slow,Net Banking,Fog,High
CS015510,CU01706,V01706,S043,2025-07-20 21:57,138,14.13,8.5,120.11,DC Fast 60kW,Wallet,Fog,Low
CS015511,CU00706,V00706,S008,2025-11-22 12:11,105,10.37,8.5,88.14,DC Ultra Fast 120kW,Net Banking,Hot,High
CS015512,CU02260,V02260,S046,2025-09-27 05:33,123,52.94,12.0,635.28,DC Fast 30kW,UPI,Fog,Low
CS015513,CU01759,V01759,S046,2025-12-05 22:03,116,8.89,10.0,88.9,AC Fast,Credit Card,Rain,Low
CS015514,CU00490,V00490,S047,2025-11-28 20:48,32,36.62,9.0,329.58,DC Fast 60kW,Debit Card,Hot,High
CS015515,CU01439,V01439,S039,2025-10-02 06:06,61,44.52,11.5,511.98,DC Fast 30kW,Debit Card,Fog,High
CS015516,CU00679,V00679,S031,2025-11-12 15:36,115,58.38,10.0,583.8,DC Fast 60kW,Credit Card,Fog,Medium
CS015517,CU01398,V01398,S031,2025-08-03 22:36,124,39.21,9.0,352.89,AC Slow,Credit Card,Fog,High
CS015518,CU01586,V01586,S041,2025-11-15 09:21,80,66.78,8.5,567.63,DC Ultra Fast 120kW,Debit Card,Rain,Medium
CS015519,CU01763,V01763,S021,2025-11-10 12:20,124,51.96,10.0,519.6,AC Slow,Wallet,Fog,Medium
CS015520,CU01584,V01584,S042,2025-08-25 06:20,22,32.35,10.0,323.5,DC Ultra Fast 120kW,Net Banking,Rain,Low
CS015521,CU02043,V02043,S032,2025-09-12 21:39,54,21.08,8.5,179.18,AC Fast,Wallet,Cloudy,Medium
CS015522,CU02882,V02882,S018,2025-10-31 19:59,70,9.96,8.5,84.66,DC Ultra Fast 120kW,Wallet,Fog,Low
CS015523,CU01735,V01735,S024,2025-07-01 03:39,82,16.17,9.0,145.53,DC Ultra Fast 120kW,Wallet,Hot,Low
CS015524,CU02450,V02450,S007,2025-10-31 19:22,139,38.93,10.0,389.3,AC Fast,Debit Card,Hot,Medium
CS015525,CU02325,V02325,S033,2025-12-23 05:13,56,62.32,12.0,747.84,AC Fast,Wallet,Cloudy,High
CS015526,CU02225,V02225,S024,2025-09-11 06:19,129,42.82,12.0,513.84,DC Ultra Fast 120kW,UPI,Rain,Low
CS015527,CU01923,V01923,S031,2025-07-01 20:30,51,69.44,9.0,624.96,DC Fast 30kW,Net Banking,Clear,High
CS015528,CU02579,V02579,S029,2025-10-18 00:16,49,13.76,9.0,123.84,DC Fast 30kW,Credit Card,Fog,Low
CS015529,CU00305,V00305,S044,2025-09-04 04:55,144,45.58,12.0,546.96,DC Fast 30kW,Net Banking,Clear,Low
CS015530,CU00456,V00456,S037,2025-07-20 21:20,139,46.78,8.5,397.63,DC Fast 60kW,Debit Card,Clear,Low
CS015531,CU00313,V00313,S042,2025-10-19 11:53,67,22.66,12.0,271.92,DC Fast 60kW,Debit Card,Rain,Medium
CS015532,CU00774,V00774,S015,2025-11-13 20:32,83,49.45,8.5,420.33,AC Slow,Wallet,Fog,High
CS015533,CU00318,V00318,S040,2025-08-01 15:41,103,10.16,10.0,101.6,AC Fast,UPI,Fog,High
CS015534,CU00887,V00887,S021,2025-10-11 02:37,45,46.42,12.0,557.04,AC Slow,Wallet,Clear,Medium
CS015535,CU02053,V02053,S019,2025-11-08 09:21,40,10.48,9.0,94.32,AC Slow,Credit Card,Cloudy,Low
CS015536,CU00261,V00261,S025,2025-11-22 02:00,26,53.56,12.0,642.72,DC Fast 30kW,UPI,Fog,Medium
CS015537,CU01660,V01660,S019,2025-10-28 04:10,125,67.9,10.0,679.0,DC Fast 30kW,Credit Card,Fog,Medium
CS015538,CU00510,V00510,S045,2025-12-01 22:35,60,49.92,10.0,499.2,DC Fast 60kW,Credit Card,Rain,Low
CS015539,CU02189,V02189,S042,2025-11-26 08:12,103,9.06,10.0,90.6,AC Slow,Debit Card,Cloudy,High
CS015540,CU00758,V00758,S002,2025-11-18 11:31,94,42.26,11.5,485.99,DC Fast 30kW,Net Banking,Cloudy,Medium
CS015541,CU01806,V01806,S021,2025-12-21 13:10,58,17.92,11.5,206.08,AC Slow,Credit Card,Rain,Medium
CS015542,CU02743,V02743,S050,2025-07-28 13:45,105,64.84,9.0,583.56,AC Fast,Net Banking,Hot,High
CS015543,CU02972,V02972,S011,2025-11-18 12:01,44,27.15,9.0,244.35,DC Fast 30kW,Credit Card,Fog,Low
CS015544,CU01742,V01742,S042,2025-10-05 08:01,46,59.83,11.5,688.04,DC Ultra Fast 120kW,Credit Card,Clear,Medium
CS015545,CU00518,V00518,S021,2025-07-31 13:47,88,30.68,9.0,276.12,DC Fast 30kW,Debit Card,Clear,Medium
CS015546,CU00567,V00567,S044,2025-07-20 17:14,57,25.32,9.0,227.88,DC Fast 60kW,Debit Card,Hot,High
CS015547,CU01284,V01284,S045,2025-12-16 20:04,77,48.96,8.5,416.16,DC Fast 30kW,Net Banking,Hot,Low
CS015548,CU01648,V01648,S029,2025-08-14 21:50,35,41.89,10.0,418.9,DC Ultra Fast 120kW,Credit Card,Fog,Medium
CS015549,CU02029,V02029,S005,2025-09-24 04:26,89,59.03,8.5,501.75,DC Fast 30kW,Wallet,Rain,Low
CS015550,CU01888,V01888,S047,2025-10-03 05:26,25,54.18,11.5,623.07,AC Fast,Wallet,Clear,Low
CS015551,CU02494,V02494,S027,2025-11-03 13:29,20,9.46,12.0,113.52,DC Fast 60kW,Debit Card,Cloudy,Medium
CS015552,CU02560,V02560,S047,2025-10-02 21:36,81,41.51,12.0,498.12,DC Fast 60kW,Credit Card,Fog,Medium
CS015553,CU00406,V00406,S039,2025-12-09 19:47,106,35.53,11.5,408.6,DC Fast 60kW,Credit Card,Fog,Low
CS015554,CU00707,V00707,S009,2025-07-16 00:34,30,48.8,9.0,439.2,AC Slow,UPI,Fog,Medium
CS015555,CU00813,V00813,S019,2025-10-04 16:29,135,22.92,8.5,194.82,AC Fast,Wallet,Hot,Low
CS015556,CU01790,V01790,S007,2025-11-21 04:15,131,54.9,8.5,466.65,DC Fast 60kW,Credit Card,Clear,High
CS015557,CU01303,V01303,S034,2025-08-31 11:34,85,19.81,8.5,168.38,AC Fast,Net Banking,Rain,Medium
CS015558,CU00460,V00460,S024,2025-07-03 00:21,39,53.13,12.0,637.56,DC Ultra Fast 120kW,Debit Card,Rain,Medium
CS015559,CU00429,V00429,S043,2025-09-29 13:32,147,47.94,12.0,575.28,DC Fast 30kW,UPI,Cloudy,Low
CS015560,CU02863,V02863,S032,2025-07-20 12:51,51,13.04,11.5,149.96,AC Slow,Net Banking,Cloudy,Low
CS015561,CU01077,V01077,S015,2025-10-11 14:10,100,66.36,9.0,597.24,AC Fast,UPI,Hot,Medium
CS015562,CU02081,V02081,S041,2025-09-22 09:48,68,27.58,11.5,317.17,DC Fast 30kW,Credit Card,Hot,High
CS015563,CU00887,V00887,S049,2025-10-08 00:11,58,16.84,12.0,202.08,AC Fast,Debit Card,Rain,Low
CS015564,CU00403,V00403,S033,2025-09-23 15:15,23,16.25,10.0,162.5,AC Fast,Credit Card,Fog,Medium
CS015565,CU01368,V01368,S001,2025-09-08 13:06,149,17.19,10.0,171.9,AC Slow,Wallet,Clear,Low
